,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
895,EBF,"Ennis, Inc.",20.7,$540.34M,,Consumer Services,Office Equipment/Supplies/Services
583,CIM,Chimera Investment Corporation,20.65,$3.86B,2007,Consumer Services,Real Estate Investment Trusts
495,CBD,Companhia Brasileira de Distribuicao,20.64,$5.53B,1997,Consumer Services,Food Chains
603,CLI,Mack-Cali Realty Corporation,20.59,$1.86B,,Consumer Services,Real Estate Investment Trusts
833,DMO,Western Asset Mortgage Defined Opportunity Fund Inc,20.59,$216.14M,2010,,
1471,INSI,Insight Select Income Fund,20.59,$220.52M,,,
1614,KMI,"Kinder Morgan, Inc.",20.58,$46.61B,2011,Public Utilities,Natural Gas Distribution
1385,HPQ,HP Inc.,20.52,$29.82B,,Technology,Computer Manufacturing
1084,FINS,Angel Oak Financial Strategies Income Term Trust,20.51,$236.26M,2019,,
778,DBL,DoubleLine Opportunistic Credit Fund,20.5,$306.12M,2012,,
395,BML^H,Bank of America Corporation,20.482,,,,
1556,JOE,St. Joe Company (The),20.47,$1.22B,,Consumer Services,Homebuilding
2110,OEC,Orion Engineered Carbons S.A,20.44,$1.23B,2014,Basic Industries,Major Chemicals
2872,UAA,"Under Armour, Inc.",20.43,$9.23B,,Consumer Non-Durables,Apparel
2832,TRTX,"TPG RE Finance Trust, Inc.",20.42,$1.51B,2017,Consumer Services,Real Estate Investment Trusts
1299,GSX,GSX Techedu Inc.,20.4,$4.81B,2019,Consumer Services,Other Consumer Services
1603,KIM,Kimco Realty Corporation,20.4,$8.61B,,Consumer Services,Real Estate Investment Trusts
554,CGC,Canopy Growth Corporation,20.36,$7.1B,,Consumer Durables,Specialty Chemicals
1113,FOR,Forestar Group Inc,20.32,$975.6M,2017,Finance,Real Estate
3038,WLH,Lyon William Homes,20.31,$768.66M,2013,Capital Goods,Homebuilding
1234,GLP,Global Partners LP,20.29,$689.77M,2005,Energy,Oil Refining/Marketing
1630,KREF,KKR Real Estate Finance Trust Inc.,20.28,$1.17B,2017,Consumer Services,Real Estate Investment Trusts
246,AVX,AVX Corporation,20.27,$3.43B,,Capital Goods,Electrical Products
763,CXP,"Columbia Property Trust, Inc.",20.26,$2.37B,2013,Consumer Services,Real Estate Investment Trusts
2567,SJR,Shaw Communications Inc.,20.26,$10.03B,,Consumer Services,Television Services
2186,PCQ,PIMCO California Municipal Income Fund,20.26,$381.35M,2001,,
2201,PEI^B,Pennsylvania Real Estate Investment Trust,20.25,,,,
2710,TAK,Takeda Pharmaceutical Company Limited,20.25,$63.84B,2018,Health Care,Major Pharmaceuticals
2549,SHLX,"Shell Midstream Partners, L.P.",20.15,$4.7B,2014,Energy,Natural Gas Distribution
1374,HNP,"Huaneng Power International, Inc.",20.15,$7.91B,1994,Public Utilities,Electric Utilities: Central
1301,GTN,"Gray Television, Inc.",20.14,$2.02B,,Consumer Services,Broadcasting
314,BCEI,"Bonanza Creek Energy, Inc.",20.13,$415.38M,2017,Energy,Oil & Gas Production
1849,MPW,"Medical Properties Trust, Inc.",20.13,$10.42B,2005,Consumer Services,Real Estate Investment Trusts
1191,GFF,Griffon Corporation,20.13,$942.21M,,Capital Goods,Building Products
1594,KEY,KeyCorp,20.11,$19.81B,,Finance,Major Banks
1659,LDL,"Lydall, Inc.",20.1,$352.21M,,Capital Goods,Auto Parts:O.E.M.
1250,GNL,"Global Net Lease, Inc.",20.09,$1.8B,2015,Consumer Services,Real Estate Investment Trusts
822,DLNG^B,Dynagas LNG Partners LP,20.03,,,,
436,BSTZ,BlackRock Science and Technology Trust II,20.02,$1.4B,2019,,
1457,IIF,"Morgan Stanley India Investment Fund, Inc.",20,$271.95M,1994,,
1991,NLSN,Nielsen N.V.,19.98,$7.11B,2011,Miscellaneous,Business Services
868,DTLA^,Brookfield DTLA Inc.,19.9701,,,,
1185,GEL,"Genesis Energy, L.P.",19.96,$2.45B,1996,Energy,Oil Refining/Marketing
1144,FTI,TechnipFMC plc,19.95,$8.92B,,Energy,Metal Fabrications
2203,PEI^D,Pennsylvania Real Estate Investment Trust,19.9148,,,,
2937,VBF,Invesco Bond Fund,19.91,$226.52M,,,
3056,WPG^I,Washington Prime Group Inc.,19.91,,,,
1303,GTS,Triple-S Management Corporation,19.9,$484.23M,2007,Finance,Accident &Health Insurance
1196,GGM,Guggenheim Credit Allocation Fund,19.9,$153.73M,2013,,
1867,MSC,Studio City International Holdings Limited,19.87,$1.56B,2018,Consumer Services,Hotels/Resorts
98,AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,19.87,$611M,2019,,
319,BCSF,"Bain Capital Specialty Finance, Inc.",19.85,$1.03B,2018,,
899,EC,Ecopetrol S.A.,19.83,$40.77B,,Energy,Oil & Gas Production
2939,VCRA,"Vocera Communications, Inc.",19.83,$624.36M,2012,Capital Goods,Telecommunications Equipment
2557,SIG,Signet Jewelers Limited,19.8,$1.04B,,Consumer Services,Consumer Specialties
1136,FSLY,"Fastly, Inc.",19.79,$1.85B,2019,Technology,Computer Software: Prepackaged Software
1705,LRN,K12 Inc,19.79,$810.5M,,Consumer Services,Other Consumer Services
2175,PBI^B,Pitney Bowes Inc.,19.78,,,,
1098,FLY,Fly Leasing Limited,19.75,$610.24M,2007,,
894,EB,"Eventbrite, Inc.",19.74,$1.67B,2018,Technology,"Computer Software: Programming, Data Processing"
1189,GES,"Guess?, Inc.",19.72,$1.29B,1996,Consumer Non-Durables,Apparel
184,AQUA,Evoqua Water Technologies Corp.,19.71,$2.25B,2017,Technology,Industrial Machinery/Components
754,CWEN,"Clearway Energy, Inc.",19.67,$3.91B,2015,Public Utilities,Electric Utilities: Central
233,AU,AngloGold Ashanti Limited,19.66,$8.15B,,Basic Industries,Precious Metals
1620,KNOP,KNOT Offshore Partners LP,19.66,$642.77M,2013,Consumer Services,Marine Transportation
190,ARD,Ardagh Group S.A.,19.63,$4.64B,2017,Consumer Durables,Containers/Packaging
1269,GPRK,Geopark Ltd,19.57,$1.16B,2014,Energy,Oil & Gas Production
1773,MFC,Manulife Financial Corp,19.56,$38.12B,,Finance,Life Insurance
858,DSL,DoubleLine Income Solutions Fund,19.54,$1.98B,2013,,
2245,PKD,Parker Drilling Company,19.49,$293.22M,2019,Energy,Oil & Gas Production
1840,MOS,Mosaic Company (The),19.48,$7.38B,,Basic Industries,Agricultural Chemicals
1539,JHX,James Hardie Industries plc.,19.43,$8.6B,,Capital Goods,Building Materials
522,CCU,"Compania Cervecerias Unidas, S.A.",19.42,$3.59B,,Consumer Non-Durables,Beverages (Production/Distribution)
2432,RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",19.4,$354.05M,2019,,
48,AES,The AES Corporation,19.37,$12.86B,,Basic Industries,Electric Utilities: Central
3014,WES,"Western Midstream Partners, LP",19.34,$8.76B,2012,Public Utilities,Natural Gas Distribution
2225,PHI,PLDT Inc.,19.34,$4.18B,,Public Utilities,Telecommunications Equipment
2084,NX,Quanex Building Products Corporation,19.34,$638.6M,,Capital Goods,Metal Fabrications
757,CWK,Cushman & Wakefield plc,19.26,$4.22B,2018,Finance,Real Estate
2348,PYS,PPlus Trust,19.2026,,,Finance,Finance: Consumer Services
1051,FBM,"Foundation Building Materials, Inc.",19.13,$822.4M,2017,Consumer Services,RETAIL: Building Materials
2524,SCS,Steelcase Inc.,19.11,$2.24B,1998,Consumer Durables,Office Equipment/Supplies/Services
2881,UE,Urban Edge Properties,19.06,$2.31B,2015,Finance,Real Estate
2405,RFL,"Rafael Holdings, Inc.",19.04,$300.54M,2018,Finance,Real Estate
563,CHK^D,Chesapeake Energy Corporation,19.01,,,,
361,BHR^B,Braemar Hotels & Resorts Inc.,19,,,,
2649,SSL,Sasol Ltd.,18.98,$12B,,Energy,Oil & Gas Production
463,BY,"Byline Bancorp, Inc.",18.97,$724.18M,2017,Finance,Major Banks
2236,PINE,"Alpine Income Property Trust, Inc.",18.95,$172.95M,2019,Consumer Services,Real Estate Investment Trusts
1140,FTAI,Fortress Transportation and Infrastructure Investors LLC,18.94,$1.61B,2015,,
646,CNO,"CNO Financial Group, Inc.",18.93,$2.86B,,Finance,Accident &Health Insurance
988,EQNR,Equinor ASA,18.91,$62.51B,,Energy,Integrated oil Companies
1257,GOF,Guggenheim Strategic Opportunities Fund,18.9,$698.19M,,,
1387,HPS,John Hancock Preferred Income Fund III,18.89,$597.86M,2003,,
2876,UBP,Urstadt Biddle Properties Inc.,18.8,$749.27M,,Consumer Services,Real Estate Investment Trusts
2770,THQ,Tekla Healthcare Opportunies Fund,18.8,$779.5M,2014,,
994,ERJ,Embraer S.A.,18.79,$3.45B,2000,Capital Goods,Aerospace
1670,LEVI,Levi Strauss & Co,18.78,$7.38B,2019,Consumer Non-Durables,Apparel
2731,TDF,"Templeton Dragon Fund, Inc.",18.77,$634.52M,,,
771,DAN,Dana Incorporated,18.76,$2.7B,,Capital Goods,Auto Parts:O.E.M.
1714,LXFR,Luxfer Holdings PLC,18.74,$513.69M,2012,Basic Industries,Major Chemicals
1832,MNRL,"Brigham Minerals, Inc.",18.66,$947.46M,2019,Energy,Oil & Gas Production
2202,PEI^C,Pennsylvania Real Estate Investment Trust,18.6413,,,,
2871,UA,"Under Armour, Inc.",18.59,$8.39B,2016,Consumer Non-Durables,Apparel
2185,PCN,Pimco Corporate & Income Stategy Fund,18.5835,$737.68M,2001,,
244,AVTR,"Avantor, Inc.",18.56,$10.61B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments
197,ARI,Apollo Commercial Real Estate Finance,18.56,$2.85B,2009,Consumer Services,Real Estate Investment Trusts
78,AHH,"Armada Hoffler Properties, Inc.",18.55,$1.42B,2013,Finance,Real Estate
1729,MANU,Manchester United Ltd.,18.55,$3.05B,2012,Consumer Services,Services-Misc. Amusement & Recreation
2333,PTY,Pimco Corporate & Income Opportunity Fund,18.54,$1.69B,2002,,
1798,MHLA,"Maiden Holdings, Ltd.",18.5,,2016,Finance,Property-Casualty Insurers
1874,MT,ArcelorMittal,18.42,$18.64B,,Basic Industries,Steel/Iron Ore
934,EIC,Eagle Point Income Company Inc.,18.41,$22.09M,2019,,
839,DOC,Physicians Realty Trust,18.41,$3.47B,2013,Consumer Services,Real Estate Investment Trusts
926,EGHT,8x8 Inc,18.4,$1.84B,,Technology,EDP Services
1163,GBL,"Gamco Investors, Inc.",18.38,$505.28M,1999,Finance,Investment Bankers/Brokers/Service
1953,NET,"Cloudflare, Inc.",18.37,$5.51B,2019,Technology,Computer Software: Prepackaged Software
2459,RSF,RiverNorth Marketplace Lending Corporation,18.3214,$121.39M,2019,,
1236,GLT,Glatfelter,18.3,$808.33M,,Basic Industries,Paper
1267,GPMT,Granite Point Mortgage Trust Inc.,18.3,$1B,2017,Consumer Services,Real Estate Investment Trusts
1320,HBB,Hamilton Beach Brands Holding Company,18.3,$247.36M,2017,Consumer Durables,Home Furnishings
2757,TGE,"Tallgrass Energy, LP",18.29,$5.15B,2015,Public Utilities,Natural Gas Distribution
599,CLDT,Chatham Lodging Trust (REIT),18.28,$857.78M,2010,Consumer Services,Real Estate Investment Trusts
1399,HST,"Host Hotels & Resorts, Inc.",18.27,$13.1B,,Consumer Services,Real Estate Investment Trusts
2238,PINS,"Pinterest, Inc.",18.21,$10.17B,2019,Technology,"Computer Software: Programming, Data Processing"
2691,SWI,SolarWinds Corporation,18.2,$5.66B,2018,Technology,Computer Software: Prepackaged Software
1631,KRG,Kite Realty Group Trust,18.14,$1.52B,2004,Consumer Services,Real Estate Investment Trusts
238,AVD,American Vanguard Corporation,18.11,$546.68M,,Basic Industries,Agricultural Chemicals
2978,VRS,Verso Corporation,18.1,$628.15M,2016,Basic Industries,Paper
1006,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,18.09,$1.38B,2004,,
918,EFC,Ellington Financial Inc.,18.05,$686.11M,2010,Finance,Real Estate
2142,ORCC,Owl Rock Capital Corporation,18,$7B,2019,,
1571,JRI,Nuveen Real Asset Income and Growth Fund,17.98,$493.9M,2012,,
2869,TYG,Tortoise Energy Infrastructure Corporation,17.97,$965.53M,2004,,
2159,PAGP,"Plains Group Holdings, L.P.",17.97,$3.27B,2013,Energy,Natural Gas Distribution
811,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,17.95,$650.72M,2014,,
232,ATV,"Acorn International, Inc.",17.9319,$46.28M,2007,Consumer Services,Other Specialty Stores
1007,ETH,Ethan Allen Interiors Inc.,17.93,$476.75M,1993,Consumer Durables,Home Furnishings
1508,IVZ,Invesco Plc,17.9,$8.12B,,Finance,Investment Managers
2844,TSU,TIM Participacoes S.A.,17.89,$8.66B,,Public Utilities,Telecommunications Equipment
1258,GOL,Gol Linhas Aereas Inteligentes S.A.,17.89,$3.13B,2004,Transportation,Air Freight/Delivery Services
1654,LB,"L Brands, Inc.",17.88,$4.94B,,Consumer Services,Clothing/Shoe/Accessory Stores
588,CINR,Ciner Resources LP,17.792,$351.53M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
488,CAPL,CrossAmerica Partners LP,17.77,$612.35M,2012,Energy,Oil Refining/Marketing
1974,NHF,NexPoint Strategic Opportunities Fund,17.71,$813.81M,,,
2153,PAA,"Plains All American Pipeline, L.P.",17.7,$12.89B,1998,Energy,Natural Gas Distribution
1175,GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,17.67,$264M,2009,,
2500,SBH,"Sally Beauty Holdings, Inc.",17.64,$2.05B,,Consumer Services,Other Specialty Stores
1095,FLR,Fluor Corporation,17.6,$2.47B,,Basic Industries,Military/Government/Technical
491,CATO,Cato Corporation (The),17.6,$433.61M,,Consumer Services,Clothing/Shoe/Accessory Stores
1519,JCAP,"Jernigan Capital, Inc.",17.59,$391.15M,2015,Consumer Services,Real Estate Investment Trusts
971,EOS,Eaton Vance Enhanced Equity Income Fund II,17.58,$838.38M,2005,,
1389,HQL,Tekla Life Sciences Investors,17.54,$406.58M,1992,,
2422,RLJ,RLJ Lodging Trust,17.52,$2.99B,2011,Consumer Services,Real Estate Investment Trusts
1537,JHI,John Hancock Investors Trust,17.48,$152.2M,,,
2125,OLN,Olin Corporation,17.45,$2.79B,,Basic Industries,Major Chemicals
2192,PE,"Parsley Energy, Inc.",17.44,$5.52B,2014,Energy,Oil & Gas Production
507,CC,Chemours Company (The),17.43,$2.85B,2015,Basic Industries,Major Chemicals
1259,GOLD,Barrick Gold Corporation,17.42,$30.97B,,Basic Industries,Precious Metals
2191,PDT,John Hancock Premium Dividend Fund,17.4,$845.35M,,,
1417,HUYA,HUYA Inc.,17.37,$3.8B,2018,Technology,"Computer Software: Programming, Data Processing"
1577,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,17.34,$251.16M,,,
203,ARR,"ARMOUR Residential REIT, Inc.",17.34,$1.02B,,Consumer Services,Real Estate Investment Trusts
2006,NMM,Navios Maritime Partners LP,17.3,$190.02M,2007,Transportation,Marine Transportation
1887,MTW,"Manitowoc Company, Inc. (The)",17.3,$611.54M,,Capital Goods,Construction/Ag Equipment/Trucks
2742,TECK,Teck Resources Ltd,17.24,$9.42B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2400,RF,Regions Financial Corporation,17.24,$16.63B,,Finance,Major Banks
348,BGS,"B&G Foods, Inc.",17.23,$1.1B,,Consumer Non-Durables,Packaged Foods
2737,TDW,Tidewater Inc.,17.21,$675.17M,2017,Consumer Services,Marine Transportation
1651,LADR,Ladder Capital Corp,17.2,$2.06B,2014,Consumer Services,Real Estate Investment Trusts
2466,RVLV,"Revolve Group, Inc.",17.13,$1.18B,2019,Consumer Services,Catalog/Specialty Distribution
408,BOX,"Box, Inc.",17.12,$2.56B,2015,Technology,Computer Software: Prepackaged Software
476,CADE,Cadence Bancorporation,17.11,$2.19B,2017,Finance,Major Banks
1753,MDLQ,Medley LLC,17.1,,2017,Finance,Investment Managers
424,BRT,BRT Apartments Corp.,17.06,$276.37M,,Consumer Services,Real Estate Investment Trusts
1270,GPS,"Gap, Inc. (The)",17.05,$6.36B,,Consumer Services,Clothing/Shoe/Accessory Stores
2409,RGS,Regis Corporation,17.02,$605.03M,1991,Consumer Services,Other Consumer Services
1913,MYE,"Myers Industries, Inc.",17.01,$604.2M,,Consumer Non-Durables,Plastic Products
345,BGH,Babson Global Short Duration High Yield Fund,16.97,$340.38M,2012,,
2461,RST,Rosetta Stone,16.96,$408.05M,2009,Technology,Computer Software: Prepackaged Software
582,CII,Blackrock Capital and Income Strategies Fund Inc,16.95,$747.86M,2004,,
881,DX,"Dynex Capital, Inc.",16.9,$387.79M,,Consumer Services,Real Estate Investment Trusts
1793,MHD,"Blackrock MuniHoldings Fund, Inc.",16.89,$239.69M,1997,,
666,COG,Cabot Oil & Gas Corporation,16.89,$6.89B,1990,Energy,Oil & Gas Production
2123,OIS,"Oil States International, Inc.",16.87,$1.02B,2001,Energy,Metal Fabrications
363,BHV,BlackRock Virginia Municipal Bond Trust,16.85,$27.07M,2002,,
2813,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",16.84,$117.04M,2009,,
2297,PROS,"ProSight Global, Inc.",16.84,$724.48M,2019,Finance,Property-Casualty Insurers
2850,TUFN,Tufin Software Technologies Ltd.,16.82,$586.21M,2019,Technology,EDP Services
1071,FFA,First Trust,16.82,$336.03M,2004,,
157,ANF,Abercrombie & Fitch Company,16.81,$1.05B,,Consumer Services,Clothing/Shoe/Accessory Stores
3001,WBK,Westpac Banking Corporation,16.81,$58.67B,,Finance,Commercial Banks
2966,VNCE,Vince Holding Corp.,16.8,$196.22M,2013,Consumer Services,Clothing/Shoe/Accessory Stores
1633,KRP,Kimbell Royalty Partners,16.8,$788.06M,2017,Energy,Oil & Gas Production
2131,OMP,Oasis Midstream Partners LP,16.79,$567.42M,2017,Energy,Oil & Gas Production
2080,NVTA,Invitae Corporation,16.77,$1.64B,2015,Health Care,Medical Specialities
508,CCC,Clarivate Analytics Plc,16.76,$5.14B,2019,Technology,EDP Services
2327,PSTG,"Pure Storage, Inc. ",16.75,$4.36B,2015,Technology,Electronic Components
1741,MCI,Barings Corporate Investors,16.726,$337.73M,,,
927,EGIF,Eagle Growth and Income Opportunities Fund,16.72,$120.06M,2015,,
371,BIT,BlackRock Multi-Sector Income Trust,16.71,$627.25M,2013,,
2644,SRLP,Sprague Resources LP,16.71,$380.12M,2013,Energy,Oil Refining/Marketing
1871,MSGN,MSG Networks Inc.,16.67,$1B,,Consumer Services,Television Services
3009,WDR,"Waddell & Reed Financial, Inc.",16.66,$1.17B,1998,Finance,Investment Bankers/Brokers/Service
1265,GPK,Graphic Packaging Holding Company,16.64,$4.83B,,Consumer Durables,Containers/Packaging
1193,GFY,Western Asset Variable Rate Strategic Fund Inc.,16.6,$77.5M,2004,,
1504,IVR,INVESCO MORTGAGE CAPITAL INC,16.6,$2.37B,2009,Consumer Services,Real Estate Investment Trusts
2070,NUW,Nuveen AMT-Free Municipal Value Fund,16.555,$256.79M,2009,,
683,CPL,CPFL Energia S.A.,16.55,$9.53B,2004,Public Utilities,Electric Utilities: Central
1204,GHL,"Greenhill & Co., Inc.",16.55,$315.79M,2004,Finance,Investment Bankers/Brokers/Service
2088,NXP,Nuveen Select Tax Free Income Portfolio,16.54,$274.07M,1992,,
1294,GSH,Guangshen Railway Company Limited,16.5,$2.34B,,Transportation,Railroads
2815,TRC,Tejon Ranch Co,16.43,$427.98M,,Finance,Real Estate
1078,FHN,First Horizon National Corporation,16.42,$5.11B,,Finance,Major Banks
151,AMRC,"Ameresco, Inc.",16.42,$772.28M,2010,Basic Industries,Engineering & Construction
2085,NXC,Nuveen Insured California Select Tax-Free Income Portfolio,16.3895,$104.07M,1992,,
2246,PKE,Park Aerospace Corp.,16.36,$335.67M,,Capital Goods,Military/Government/Technical
2071,NVG,Nuveen AMT-Free Municipal Credit Income Fund,16.36,$3.31B,2002,,
2468,RWT,"Redwood Trust, Inc.",16.36,$1.84B,1995,Consumer Services,Real Estate Investment Trusts
2967,VNE,"Veoneer, Inc.",16.35,$1.82B,2018,Capital Goods,Auto Parts:O.E.M.
1005,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.34,$434.07M,2005,,
1426,HZO,"MarineMax, Inc.",16.32,$350.15M,1998,Consumer Services,Other Specialty Stores
448,BV,"BrightView Holdings, Inc.",16.32,$1.71B,2018,Consumer Non-Durables,Farming/Seeds/Milling
2090,NXR,Nuveen Select Tax Free Income Portfolio III,16.315,$212.84M,1992,,
2760,TGNA,TEGNA Inc.,16.3,$3.54B,,Consumer Services,Broadcasting
2097,NZF,Nuveen Municipal Credit Income Fund,16.3,$2.32B,2007,,
2281,PQG,PQ Group Holdings Inc.,16.29,$2.22B,2017,Basic Industries,Major Chemicals
2908,USAC,"USA Compression Partners, LP",16.29,$1.57B,2013,Public Utilities,Natural Gas Distribution
289,BANC,"Banc of California, Inc.",16.27,$827.88M,,Finance,Major Banks
2627,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,16.27,$273.34M,,,
2035,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,16.27,$725.32M,2019,,
1677,LGI,Lazard Global Total Return and Income Fund,16.25,$156.09M,2004,,
2741,TEAF,Tortoise Essential Assets Income Term Fund,16.25,$219.23M,2019,,
2136,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",16.25,$217.5M,2016,,
942,ELP,Companhia Paranaense de Energia (COPEL),16.23,$4.44B,,Public Utilities,Electric Utilities: Central
432,BSL,Blackstone GSO Senior Floating Rate Term Fund,16.22,$247.78M,2010,,
1848,MPV,Barings Participation Investors,16.22,$171.49M,1988,Consumer Services,Miscellaneous
1754,MDLX,Medley LLC,16.16,,2016,Finance,Investment Managers
198,ARL,"American Realty Investors, Inc.",16.15,$258.35M,,Finance,Real Estate
2555,SI,Silvergate Capital Corporation,16.14,$301.3M,2019,Finance,Major Banks
1533,JGH,Nuveen Global High Income Fund,16.09,$372.92M,2014,,
1381,HPE,Hewlett Packard Enterprise Company,16.08,$20.81B,2015,Technology,Retail: Computer Software & Peripheral Equipment
1877,MTDR,Matador Resources Company,16.08,$1.88B,2012,Energy,Oil & Gas Production
764,CXW,"CoreCivic, Inc.",16.04,$1.91B,,Consumer Services,Real Estate Investment Trusts
389,BLW,Citigroup Inc.,16.04,$574.76M,2003,Finance,Major Banks
1082,FIF,First Trust Energy Infrastructure Fund,16.02,$281.15M,2011,,
2416,RIV,"RiverNorth Opportunities Fund, Inc.",16.01,$149.32M,2015,,
173,APLE,"Apple Hospitality REIT, Inc.",16,$3.58B,2015,Consumer Services,Real Estate Investment Trusts
2205,PEO,"Adams Natural Resources Fund, Inc.",15.98,$471.96M,,,
3004,WBT,"Welbilt, Inc.",15.96,$2.25B,2016,Technology,Industrial Machinery/Components
1411,HTZ,"Hertz Global Holdings, Inc",15.86,$2.25B,2016,Consumer Services,Rental/Leasing Companies
2775,TISI,"Team, Inc.",15.82,$480.37M,,Consumer Services,Other Consumer Services
